,City,Country,Humidity,Latitude,Longitude,Max Temp,Min Temp,Wind Speed,Clouds
350,dhidhdhoo,BR,99.0,-5.1,-38.37,21.76,21.76,2.09,88.0
351,port-gentil,AR,85.0,-36.78,-59.86,18.76,18.76,5.84,12.0
352,araouane,NL,87.0,53.33,6.52,7.0,6.0,8.2,75.0
353,mount gambier,ML,65.0,22.68,-3.98,7.81,7.81,1.24,8.0
354,kyshtovka,IN,87.0,13.31,76.26,18.49,18.49,1.79,80.0
355,marsa matruh,RO,92.0,46.75,27.08,-3.0,-5.0,2.6,75.0
356,sungai kolok,US,81.0,48.11,-98.87,-25.0,-25.0,1.24,1.0
357,leningradskiy,FR,100.0,49.28,6.2,7.0,4.0,5.7,92.0
358,toledo,CN,55.0,35.63,111.36,1.01,1.01,1.24,32.0
359,la libertad,NA,100.0,-22.12,14.28,15.26,15.26,1.59,36.0
360,vila franca do campo,MR,32.0,20.52,-13.05,13.49,13.49,2.14,68.0
361,verkhnyaya toyma,AU,40.0,-23.53,148.16,31.0,31.0,6.2,40.0
362,karacakoy,SV,78.0,13.64,-88.78,26.0,24.0,2.6,0.0
363,labutta,BR,100.0,-0.41,-65.02,23.19,23.19,1.09,0.0
364,isla mujeres,NO,58.0,63.73,8.83,-3.0,-3.0,11.8,0.0
365,maraa,EE,78.0,57.82,26.93,-10.0,-10.0,1.99,68.0
366,zeya,YE,100.0,14.4,46.47,8.41,8.41,1.79,32.0
367,vanimo,ID,100.0,4.14,96.13,27.16,27.16,2.24,32.0
368,inhambane,TM,72.0,39.51,54.36,-3.12,-3.12,0.94,8.0
369,yumen,CN,80.0,28.89,110.18,4.54,4.54,1.39,92.0
370,zhuanghe,VG,69.0,18.42,-64.62,25.0,24.4,6.7,40.0
371,sturgeon bay,CY,48.0,34.81,32.42,16.0,15.0,5.7,0.0
372,greymouth,CA,76.0,54.77,-101.88,-27.77,-27.77,3.19,56.0
373,port blair,CD,75.0,2.14,27.99,22.51,22.51,1.19,48.0
374,greenville,AU,88.0,-31.97,141.45,18.0,18.0,6.7,40.0
375,depok,US,78.0,58.3,-134.42,6.7,5.6,1.5,75.0
376,salisbury,UA,92.0,44.96,35.36,6.59,6.59,2.99,0.0
377,calbuco,RU,60.0,49.24,135.18,-15.12,-15.12,0.99,0.0
378,villa carlos paz,ZW,89.0,-18.19,31.55,12.49,12.49,1.19,12.0
379,xinzhou,VU,66.0,-19.55,169.27,30.0,30.0,6.7,75.0
380,nerchinskiy zavod,PG,83.0,-6.32,155.48,28.76,28.76,0.44,44.0
381,codajas,PE,88.0,-12.06,-77.04,23.0,23.0,6.2,40.0
382,samalaeulu,YE,71.0,14.28,44.38,0.84,0.84,0.99,0.0
383,santa cruz,US,65.0,39.31,-74.98,0.6,-3.3,2.69,1.0
384,acapulco,MK,77.0,41.28,20.71,-11.09,-11.09,0.79,0.0
385,enid,RU,72.0,62.52,149.63,-28.09,-28.09,1.34,56.0
386,kirakira,US,83.0,43.31,-88.52,-13.3,-17.2,1.5,90.0
387,harbour breton,PE,97.0,-5.61,-78.44,18.54,18.54,0.79,8.0
388,banmo,RU,77.0,52.96,103.29,-15.59,-15.59,3.19,0.0
389,baruun-urt,RU,83.0,63.79,74.5,-28.32,-28.32,4.54,48.0
390,moerai,CA,94.0,53.28,-110.01,2.0,2.0,5.7,90.0
391,jumla,ID,78.0,-7.37,108.54,27.89,27.89,1.99,64.0
392,kushima,RU,74.0,67.47,86.57,-27.12,-27.12,2.79,48.0
393,saint george,FR,93.0,45.62,-1.03,10.0,10.0,9.3,68.0
394,khonuu,NG,40.0,10.61,12.19,16.76,16.76,2.54,0.0
395,lambarene,HN,83.0,15.66,-88.19,24.0,24.0,1.5,20.0
396,morada nova,AU,27.0,-32.25,115.77,27.0,25.0,7.7,0.0
397,azul,CO,100.0,-3.77,-70.38,25.0,25.0,1.0,40.0
398,abiy adi,VE,58.0,7.24,-70.73,28.0,28.0,3.64,0.0
399,winsum,MX,37.0,27.97,-114.04,16.76,16.76,4.94,0.0
400,taoudenni,PL,93.0,54.01,15.99,-2.74,-2.74,5.89,88.0
401,arsikere,BR,89.0,-32.03,-52.1,24.64,24.64,6.14,24.0
402,poieni,RU,31.0,43.95,131.63,-0.82,-0.82,1.64,20.0
403,bac can,EC,83.0,-3.25,-79.94,32.0,25.0,1.5,90.0
404,devils lake,NZ,39.0,-35.1,173.78,27.99,27.99,2.44,0.0
405,bousse,NO,100.0,70.03,20.97,-9.32,-9.32,9.54,0.0
406,houma,CA,83.0,60.75,-137.51,-9.47,-9.47,0.99,24.0
407,louisbourg,PE,81.0,-7.35,-75.01,26.51,26.51,1.09,56.0
408,henties bay,PT,67.0,37.8,-25.58,14.0,14.0,3.1,75.0
409,atar,RU,99.0,51.48,140.77,-11.02,-11.02,5.39,12.0
410,emerald,PT,82.0,33.08,-16.33,17.0,16.0,2.1,75.0
411,san vicente,TR,81.0,36.62,29.12,9.0,9.0,3.1,75.0
412,santa isabel do rio negro,CN,42.0,47.83,88.13,-23.22,-23.22,0.79,0.0
413,sistranda,SD,78.0,15.45,36.38,15.34,15.34,1.14,0.0
414,juba,JP,100.0,33.0,130.15,6.0,2.0,1.5,20.0
415,marzuq,ZM,98.0,-11.84,31.4,18.29,18.29,1.54,92.0
416,meulaboh,CA,84.0,63.59,-135.9,-19.0,-19.0,1.5,5.0
417,balkanabat,CY,48.0,34.92,32.53,16.0,15.0,5.7,0.0
418,huilong,RU,61.0,61.28,108.01,-17.42,-17.42,3.04,36.0
419,road town,LY,100.0,32.93,12.08,10.66,10.66,6.34,0.0
420,emba,AR,88.0,-51.62,-69.22,16.0,16.0,5.7,40.0
421,flin flon,MG,87.0,-24.69,44.75,16.54,16.54,1.24,0.0
422,wamba,RU,84.0,60.95,29.13,-13.0,-13.0,1.5,90.0
423,broken hill,MV,100.0,-0.6,73.08,27.74,27.74,5.49,64.0
424,juneau,ID,78.0,-3.82,122.09,28.14,28.14,1.09,44.0
425,ordzhonikidze,BY,80.0,53.15,24.45,-9.37,-9.37,1.34,64.0
426,litovko,AU,94.0,-16.92,145.77,26.0,26.0,6.2,90.0
427,marondera,CD,88.0,-4.27,15.27,25.0,25.0,2.1,20.0
428,isangel,MU,83.0,-20.34,57.76,26.0,26.0,1.0,20.0
429,mrirt,NO,47.0,61.99,5.14,2.0,2.0,8.2,44.0
430,rungata,TH,37.0,9.32,99.69,30.0,25.0,3.6,20.0
431,panguna,BR,98.0,-3.77,-49.67,21.89,21.89,0.89,80.0
432,lima,MN,32.0,49.03,104.04,-15.97,-15.97,1.89,0.0
433,aras,MG,100.0,-15.72,46.32,24.0,24.0,2.1,40.0
434,port elizabeth,RU,70.0,57.7,52.5,-18.72,-18.72,3.14,88.0
435,poum,RU,69.0,62.16,117.65,-23.42,-23.42,1.34,56.0
436,yagodnoye,RU,66.0,50.94,115.59,-11.72,-11.72,7.69,68.0
437,neosho,GN,35.0,9.65,-9.78,17.56,17.56,2.99,0.0
438,la peca,JP,79.0,41.29,141.2,-2.0,-2.0,4.1,75.0
439,mikhaylovka,IN,93.0,16.23,74.6,15.0,15.0,1.84,40.0
440,muravlenko,US,93.0,26.36,-80.08,18.3,16.1,3.1,90.0
441,lolua,NO,66.0,69.01,23.04,-26.44,-26.44,1.69,32.0
442,lloydminster,AF,61.0,36.86,70.83,-16.77,-16.77,0.74,48.0
443,banjar,US,86.0,39.75,-75.55,1.1,-2.4,2.24,90.0
444,igarka,CO,92.0,8.51,-77.28,25.06,25.06,1.54,24.0
445,royan,GB,93.0,60.4,-1.35,3.0,2.0,6.7,80.0
446,biu,RU,50.0,62.53,155.8,-35.57,-35.57,1.44,48.0
447,cuyamel,GB,100.0,51.59,-3.0,8.0,6.0,5.7,75.0
448,kwinana,BR,74.0,-24.05,-53.01,24.16,24.16,5.59,0.0
449,puerto narino,BR,91.0,-2.92,-39.92,24.91,24.91,3.84,56.0
450,guasdualito,CN,99.0,28.78,105.09,9.66,9.66,1.14,88.0
451,guerrero negro,MG,94.0,-25.04,46.38,22.0,22.0,0.99,20.0
452,bialogard,PH,67.0,15.79,120.99,23.89,23.89,3.69,20.0
453,rio grande,TH,100.0,8.35,100.2,24.0,24.0,6.49,20.0
454,sataua,US,31.0,37.61,-122.49,18.0,13.0,3.6,1.0
455,pokrovka,AR,68.0,-36.62,-64.29,25.64,25.64,5.14,92.0
456,los algarrobos,UA,84.0,50.81,27.32,-9.32,-9.32,2.54,68.0
457,kaeo,RU,76.0,56.77,54.11,-21.62,-21.62,1.79,68.0
458,skjervoy,JP,55.0,35.73,140.83,4.0,4.0,4.1,20.0
459,haines junction,US,72.0,38.75,-77.48,0.0,-2.9,1.64,1.0
460,contamana,LK,85.0,8.58,81.23,26.04,26.04,2.44,0.0
461,rabo de peixe,IN,91.0,31.51,77.79,-23.17,-23.17,0.69,48.0
462,de-kastri,BR,95.0,-1.77,-55.87,25.09,25.09,1.34,76.0
463,camacha,IR,78.0,27.21,60.69,4.16,4.16,1.19,0.0
464,fethiye,IN,100.0,10.57,72.64,26.99,26.99,2.54,0.0
465,altay,JP,52.0,33.72,135.99,6.0,6.0,8.2,75.0
466,kassala,BR,94.0,-5.2,-35.46,25.0,25.0,1.5,40.0
467,tara,NZ,65.0,-35.17,173.16,23.09,23.09,4.84,0.0
468,mpika,RU,80.0,64.57,143.24,-29.47,-29.47,0.94,48.0
469,mayo,US,96.0,25.87,-97.51,15.6,12.7,5.1,90.0
470,lasa,CN,58.0,23.46,116.77,14.0,14.0,2.0,0.0
471,yerbogachen,CA,69.0,56.23,-117.29,4.0,4.0,4.6,90.0
472,olafsvik,CA,68.0,50.2,-66.38,-29.0,-29.0,2.1,5.0
473,zuwarah,ID,83.0,-6.02,106.05,27.0,27.0,7.7,40.0
474,bairiki,EG,24.0,29.82,31.05,15.0,15.0,1.5,0.0
475,rio gallegos,IT,92.0,45.46,8.01,-1.0,-2.0,2.1,0.0
476,ampanihy,US,77.0,40.67,-111.89,1.7,-2.0,2.6,1.0
477,kamennogorsk,NO,61.0,62.83,10.01,-7.57,-7.57,5.59,20.0
478,hithadhoo,BR,89.0,-9.17,-60.63,24.89,24.89,1.34,44.0
479,parauna,PT,88.0,41.42,-6.55,-0.87,-0.87,2.54,32.0
480,vawkavysk,ZM,99.0,-12.84,28.09,17.66,17.66,2.69,92.0
481,cairns,BR,100.0,-0.61,-47.36,24.69,24.69,3.14,88.0
482,brazzaville,RU,75.0,53.37,45.07,-14.77,-14.77,5.94,68.0
483,bambous virieux,RU,53.0,54.44,113.59,-17.27,-17.27,2.99,24.0
484,raudeberg,ES,93.0,42.76,-8.49,10.0,7.0,2.1,75.0
485,urumqi,CA,86.0,44.65,-63.58,-3.0,-3.0,3.1,20.0
486,don sak,IN,94.0,13.22,80.32,24.0,24.0,1.5,40.0
487,tucurui,CD,100.0,-4.54,18.6,22.54,22.54,1.59,24.0
488,erdenet,AU,31.0,-23.7,133.88,31.0,31.0,8.2,20.0
489,mahajanga,CA,92.0,60.82,-115.79,-15.0,-15.0,1.5,90.0
490,krasnogorskoye,JP,68.0,39.28,141.86,-1.0,-1.0,2.1,40.0
491,suntar,CN,57.0,29.04,114.56,7.41,7.41,1.54,48.0
492,olovyannaya,PK,80.0,30.15,68.58,2.94,2.94,1.39,68.0
493,falealupo,KM,100.0,-11.38,43.28,26.89,26.89,3.94,76.0
494,acarau,CD,94.0,-10.88,26.6,16.91,16.91,1.09,68.0
495,tokonou,US,82.0,37.04,-77.1,3.3,-3.4,0.64,1.0
496,mutsu,CF,54.0,5.02,25.13,25.39,25.39,2.89,8.0
497,hukeri,KZ,85.0,45.32,55.19,-3.72,-3.72,5.69,8.0
498,boca raton,US,64.0,28.03,-80.64,16.1,14.0,9.3,90.0
499,of,GB,100.0,50.37,-4.14,7.26,7.26,14.29,80.0
500,kautokeino,PH,100.0,8.0,124.29,20.76,20.76,1.59,92.0
501,jurm,AR,89.0,-29.88,-61.95,24.54,24.54,2.94,8.0
502,wilmington,US,41.0,21.35,-158.09,25.0,20.9,5.7,1.0
503,acandi,AU,38.0,-28.95,153.24,34.0,30.0,3.1,0.0
504,brae,AR,99.0,-38.55,-58.74,14.84,14.84,3.49,0.0
505,omsukchan,AR,62.0,-33.01,-68.8,30.0,30.0,2.6,40.0
506,newport,ET,67.0,3.94,41.86,20.16,20.16,1.99,0.0
507,envira,IN,83.0,8.88,76.6,26.0,26.0,1.5,20.0
508,moreira sales,RU,83.0,64.9,45.76,-28.34,-28.34,3.24,24.0
509,itarema,RU,72.0,47.32,142.8,-12.0,-12.0,1.34,0.0
510,tongzi,BO,96.0,-16.98,-67.22,10.14,10.14,0.69,8.0
511,amboasary,RU,100.0,51.71,143.23,-11.72,-11.72,7.04,0.0
512,san jose,RU,83.0,64.56,39.82,-20.0,-20.0,6.0,75.0
513,pak phanang,TO,100.0,-19.8,-174.35,26.64,26.64,5.04,8.0
514,pacifica,NO,47.0,61.77,6.22,2.0,2.0,8.2,20.0
515,santa rosa,JP,57.0,43.11,144.15,-6.0,-6.0,3.6,20.0
516,horodnytsya,RU,75.0,63.19,64.42,-23.97,-23.97,1.19,44.0
517,alotau,FR,93.0,48.95,4.24,8.0,7.0,11.3,92.0
518,chaykovskiy,RU,0.0,71.64,128.87,-34.67,-34.67,2.24,24.0
519,hasaki,IE,88.0,53.8,-9.52,5.91,5.91,12.34,36.0
520,ust-kamchatsk,CV,43.0,15.13,-23.22,22.0,22.0,4.1,75.0
521,manassas,IN,92.0,18.04,77.21,17.31,17.31,5.14,92.0
522,trincomalee,ML,60.0,16.42,-3.66,11.44,11.44,2.74,0.0
523,sarahan,IL,62.0,31.8,34.94,11.0,11.0,0.5,0.0
524,oriximina,IN,93.0,26.62,81.14,11.0,11.0,2.1,75.0
525,iranshahr,AO,100.0,-15.19,12.15,23.09,23.09,2.59,76.0
526,kavaratti,RU,88.0,53.59,142.95,-16.67,-16.67,8.44,0.0
527,shingu,RU,64.0,59.65,67.41,-19.62,-19.62,2.94,48.0
528,touros,SV,83.0,13.99,-89.56,24.0,24.0,4.1,0.0
529,ahipara,AO,87.0,-6.13,12.37,26.66,26.66,1.59,92.0
530,ust-nera,FR,87.0,48.94,2.36,8.0,7.0,6.7,75.0
531,matamoros,NA,37.0,-20.59,17.46,24.14,24.14,3.94,88.0
532,chenghai,US,76.0,41.47,-87.06,-8.0,-11.1,1.34,90.0
533,peace river,GL,90.0,66.94,-53.67,-14.07,-14.07,0.69,64.0
534,sept-iles,HN,94.0,15.29,-86.92,24.0,24.0,1.0,40.0
